,Height,Alpha,Beta
486,3645.0,-0.21908278778412488,-10.954139389206244
487,3652.5,-0.2226984150649325,-11.134920753246625
488,3660.0,-0.2128054729198116,-10.64027364599058
489,3667.5,-0.211791933267984,-10.5895966633992
490,3675.0,-0.21331956205023853,-10.665978102511927
491,3682.5,-0.21871819657180214,-10.935909828590107
492,3690.0,-0.2219912085275036,-11.099560426375179
493,3697.5,-0.2197746346834831,-10.988731734174156
494,3705.0,-0.2142770280428671,-10.713851402143355
495,3712.5,-0.21529543233702772,-10.764771616851386
496,3720.0,-0.21312699377327118,-10.656349688663559
497,3727.5,-0.215557830508205,-10.77789152541025
498,3735.0,-0.21871978585639337,-10.935989292819668
499,3742.5,-0.22137013584107976,-11.068506792053988
500,3750.0,-0.21764669000978049,-10.882334500489025
501,3757.5,-0.21512995766938703,-10.75649788346935
502,3765.0,-0.2169547283591235,-10.847736417956174
503,3772.5,-0.2164602407895536,-10.82301203947768
504,3780.0,-0.2153811661396815,-10.769058306984075
505,3787.5,-0.22040487796398125,-11.020243898199062
506,3795.0,-0.21910506485493605,-10.955253242746803
507,3802.5,-0.2150488794974849,-10.752443974874245
508,3810.0,-0.2211230177972874,-11.056150889864371
509,3817.5,-0.21492158530925015,-10.746079265462507
510,3825.0,-0.20833736216711607,-10.416868108355803
511,3832.5,-0.21263284287031126,-10.631642143515563
512,3840.0,-0.21300193490203476,-10.650096745101738
513,3847.5,-0.2115114884380248,-10.57557442190124
514,3855.0,-0.21276117136217415,-10.638058568108708
515,3862.5,-0.21254086200035385,-10.627043100017692
516,3870.0,-0.20763749960991584,-10.381874980495793
517,3877.5,-0.21249348875527468,-10.624674437763733
518,3885.0,-0.2192816856163584,-10.964084280817922
519,3892.5,-0.2118466072836107,-10.592330364180535
520,3900.0,-0.2125210810752746,-10.62605405376373
521,3907.5,-0.20861722129255303,-10.430861064627651
522,3915.0,-0.21026607559089505,-10.513303779544753
523,3922.5,-0.2121439928350197,-10.607199641750984
524,3930.0,-0.21405520275282094,-10.702760137641047
525,3937.5,-0.2110782571972921,-10.553912859864605
526,3945.0,-0.2140148111003036,-10.70074055501518
527,3952.5,-0.21524069028666956,-10.762034514333479
528,3960.0,-0.21037869110669075,-10.518934555334537
529,3967.5,-0.2045331317430909,-10.226656587154546
530,3975.0,-0.21529513232753184,-10.76475661637659
531,3982.5,-0.21740316786899028,-10.870158393449515
532,3990.0,-0.20912247501921033,-10.456123750960517
533,3997.5,-0.21292231383072643,-10.646115691536322
534,4005.0,-0.21321363460242,-10.660681730120999
535,4012.5,-0.21213664693908005,-10.606832346954002
536,4020.0,-0.21095480998754998,-10.547740499377499
537,4027.5,-0.203024156519805,-10.15120782599025
538,4035.0,-0.2091128744990795,-10.455643724953974
539,4042.5,-0.2041300896737452,-10.20650448368726
540,4050.0,-0.20357003555975445,-10.178501777987723
541,4057.5,-0.20670536767397102,-10.335268383698551
542,4065.0,-0.20655770987859173,-10.327885493929587
543,4072.5,-0.20756024432595155,-10.378012216297577
544,4080.0,-0.20553001087586223,-10.276500543793112
545,4087.5,-0.2041306403087434,-10.206532015437169
546,4095.0,-0.20439136667059482,-10.219568333529741
547,4102.5,-0.20559830435860532,-10.279915217930267
548,4110.0,-0.20293379260567493,-10.146689630283747
549,4117.5,-0.20080619481538042,-10.040309740769022
550,4125.0,-0.2117198938566794,-10.58599469283397
551,4132.5,-0.20873958751375052,-10.436979375687526
552,4140.0,-0.205789647614343,-10.28948238071715
553,4147.5,-0.19921049738999508,-9.960524869499753
554,4155.0,-0.1920236809272832,-9.60118404636416
555,4162.5,-0.20575832226805119,-10.28791611340256
556,4170.0,-0.20679862549419206,-10.339931274709603
557,4177.5,-0.19480704804143076,-9.740352402071538
558,4185.0,-0.20248591901503743,-10.124295950751872
559,4192.5,-0.20644897297749537,-10.322448648874769
560,4200.0,-0.20140699219881228,-10.070349609940614
561,4207.5,-0.21345809833045148,-10.672904916522574
562,4215.0,-0.2098974756381333,-10.494873781906664
563,4222.5,-0.20090584143661944,-10.045292071830971
564,4230.0,-0.19976647767038763,-9.988323883519381
565,4237.5,-0.2028595889813508,-10.142979449067541
566,4245.0,-0.19748760151840924,-9.874380075920461
567,4252.5,-0.20164984977015285,-10.082492488507642
568,4260.0,-0.20436540727316,-10.218270363658
569,4267.5,-0.1933279274989299,-9.666396374946496
570,4275.0,-0.20070300978192404,-10.035150489096202
571,4282.5,-0.19899122612419928,-9.949561306209965
572,4290.0,-0.19903616170848404,-9.951808085424203
573,4297.5,-0.2021985936676465,-10.109929683382326
574,4305.0,-0.20102067659994008,-10.051033829997005
575,4312.5,-0.19630674912332333,-9.815337456166166
576,4320.0,-0.19318566565552284,-9.659283282776142
577,4327.5,-0.1953929269188537,-9.769646345942686
578,4335.0,-0.19476924219160413,-9.738462109580206
579,4342.5,-0.204627155935808,-10.2313577967904
580,4350.0,-0.19494755021567586,-9.747377510783792
581,4357.5,-0.19576031634664304,-9.788015817332152
582,4365.0,-0.2002058829394394,-10.010294146971969
583,4372.5,-0.19505523459437338,-9.752761729718669
584,4380.0,-0.2005462444443344,-10.02731222221672
585,4387.5,-0.19853221179756173,-9.926610589878086
586,4395.0,-0.19550738232411452,-9.775369116205725
587,4402.5,-0.1963429654535682,-9.81714827267841
588,4410.0,-0.20112914735715828,-10.056457367857915
589,4417.5,-0.19873784909668668,-9.936892454834334
590,4425.0,-0.18991828723379797,-9.495914361689898
591,4432.5,-0.19263724692830453,-9.631862346415227
592,4440.0,-0.19403732770227208,-9.701866385113604
593,4447.5,-0.1904398235044751,-9.521991175223755
594,4455.0,-0.19830430357713205,-9.915215178856602
595,4462.5,-0.19083432468890524,-9.541716234445262
596,4470.0,-0.1833782240132587,-9.168911200662935
597,4477.5,-0.1954038003402067,-9.770190017010336
598,4485.0,-0.19948377760403,-9.974188880201499
599,4492.5,-0.1882128169272009,-9.410640846360046
600,4500.0,-0.18744010180134496,-9.372005090067248
601,4507.5,-0.18734701032264875,-9.367350516132438
602,4515.0,-0.1910537946095862,-9.55268973047931
603,4522.5,-0.1867038600229053,-9.335193001145264
604,4530.0,-0.18752679086701296,-9.376339543350648
605,4537.5,-0.1898705405297937,-9.493527026489685
606,4545.0,-0.1869964976587229,-9.349824882936145
607,4552.5,-0.1915872912332295,-9.579364561661476
608,4560.0,-0.1827909433822182,-9.13954716911091
609,4567.5,-0.19286309562025908,-9.643154781012955
610,4575.0,-0.20089703710459306,-10.044851855229652
611,4582.5,-0.18548164560571354,-9.274082280285677
612,4590.0,-0.18248930792215318,-9.12446539610766
613,4597.5,-0.194023130419705,-9.70115652098525
614,4605.0,-0.18672571734985347,-9.336285867492673
615,4612.5,-0.18240968703027827,-9.120484351513912
616,4620.0,-0.18335704954986093,-9.167852477493046
617,4627.5,-0.1801125775444332,-9.005628877221659
618,4635.0,-0.18433675488984216,-9.216837744492109
619,4642.5,-0.18602846878282578,-9.301423439141288
620,4650.0,-0.17966897676867383,-8.983448838433691
621,4657.5,-0.18073045059968612,-9.036522529984307
622,4665.0,-0.18370933591978958,-9.185466795989479
623,4672.5,-0.19044060913455974,-9.522030456727986
624,4680.0,-0.1770073574748774,-8.85036787374387
625,4687.5,-0.18054352887611094,-9.027176443805548
626,4695.0,-0.1895808301293362,-9.479041506466809
627,4702.5,-0.17795631780019866,-8.897815890009934
628,4710.0,-0.1776076818444302,-8.88038409222151
629,4717.5,-0.18181149263885918,-9.090574631942959
630,4725.0,-0.1858847651628923,-9.294238258144615
631,4732.5,-0.1811234615425577,-9.056173077127886
632,4740.0,-0.17992750517481587,-8.996375258740793
633,4747.5,-0.1765662577022909,-8.828312885114546
634,4755.0,-0.17418556123851384,-8.709278061925692
635,4762.5,-0.17299772812014036,-8.649886406007019
636,4770.0,-0.17610479815361832,-8.805239907680916
637,4777.5,-0.1773250520331968,-8.86625260165984
638,4785.0,-0.17709289441319598,-8.854644720659799
639,4792.5,-0.1716714624444354,-8.58357312222177
640,4800.0,-0.17687204017148145,-8.843602008574072
641,4807.5,-0.18363598179705307,-9.181799089852653
642,4815.0,-0.17009936830938532,-8.504968415469266
643,4822.5,-0.17238057598247408,-8.619028799123704
644,4830.0,-0.17445745263514373,-8.722872631757186
645,4837.5,-0.16863496131374595,-8.431748065687298
646,4845.0,-0.1703136148077163,-8.515680740385816
647,4852.5,-0.17535289950565586,-8.767644975282792
648,4860.0,-0.17511628349069497,-8.755814174534748
649,4867.5,-0.17777489335304839,-8.88874466765242
650,4875.0,-0.17501775163025288,-8.750887581512643
651,4882.5,-0.168705257851345,-8.43526289256725
652,4890.0,-0.17341107847216988,-8.670553923608495
653,4897.5,-0.17266835152612897,-8.63341757630645
654,4905.0,-0.1740652926877568,-8.70326463438784
655,4912.5,-0.17168033726883117,-8.584016863441558
656,4920.0,-0.17756383781840715,-8.878191890920357
657,4927.5,-0.17565110249673543,-8.782555124836772
658,4935.0,-0.1704408627692142,-8.52204313846071
659,4942.5,-0.1731194539012869,-8.655972695064346
660,4950.0,-0.1671795572826984,-8.35897786413492
661,4957.5,-0.17109855515575947,-8.554927757787974
662,4965.0,-0.16442495580400884,-8.221247790200442
663,4972.5,-0.16971139102919816,-8.485569551459909
664,4980.0,-0.1681873343752105,-8.409366718760525
665,4987.5,-0.16427105323423455,-8.213552661711727
666,4995.0,-0.1699952371185858,-8.49976185592929
667,5002.5,-0.1682007186330892,-8.410035931654459
668,5010.0,-0.16679408749760458,-8.33970437488023
669,5017.5,-0.16310361013922078,-8.15518050696104
670,5025.0,-0.16551523348842132,-8.275761674421066
671,5032.5,-0.16940535467344045,-8.470267733672022
672,5040.0,-0.1694190397433708,-8.47095198716854
673,5047.5,-0.16943365939092367,-8.471682969546183
674,5055.0,-0.163326002751083,-8.166300137554149
675,5062.5,-0.16604600279486367,-8.302300139743183
676,5070.0,-0.16605227859181665,-8.302613929590832
677,5077.5,-0.16254139000325524,-8.127069500162762
678,5085.0,-0.15564533522545107,-7.782266761272553
679,5092.5,-0.160335192366263,-8.01675961831315
680,5100.0,-0.16384324603289535,-8.192162301644768
681,5107.5,-0.15506751736851548,-7.753375868425774
682,5115.0,-0.16319173893149855,-8.159586946574928
683,5122.5,-0.16253521202334004,-8.126760601167001
684,5130.0,-0.16056306890977895,-8.028153445488947
685,5137.5,-0.16121807771246646,-8.060903885623324
686,5145.0,-0.16616693534765067,-8.308346767382533
687,5152.5,-0.1585802896244328,-7.92901448122164
688,5160.0,-0.15752350625523667,-7.876175312761833
689,5167.5,-0.1700783510113604,-8.503917550568021
690,5175.0,-0.16243565768851356,-8.121782884425679
691,5182.5,-0.15842570812849743,-7.921285406424872
692,5190.0,-0.15186077674867185,-7.593038837433593
693,5197.5,-0.15157794608806993,-7.578897304403497
694,5205.0,-0.15220536176298724,-7.610268088149362
695,5212.5,-0.15534569567002157,-7.767284783501078
696,5220.0,-0.16004211487399986,-8.002105743699993
697,5227.5,-0.155060677482466,-7.753033874123299
698,5235.0,-0.15385157600413032,-7.692578800206516
699,5242.5,-0.1535733773118543,-7.678668865592715
700,5250.0,-0.15316120261904562,-7.658060130952281
701,5257.5,-0.15221403727422805,-7.610701863711403
702,5265.0,-0.15113253907301769,-7.556626953650884
703,5272.5,-0.15285965645307878,-7.642982822653939
704,5280.0,-0.153526207115709,-7.67631035578545
705,5287.5,-0.14251249491137225,-7.125624745568612
706,5295.0,-0.14825904978235663,-7.412952489117831
707,5302.5,-0.1446582161941019,-7.232910809705095
708,5310.0,-0.15737971082338725,-7.868985541169363
709,5317.5,-0.1464566646851177,-7.322833234255885
710,5325.0,-0.15419310839138853,-7.709655419569426
711,5332.5,-0.15350119058153236,-7.675059529076618
712,5340.0,-0.15005397900905318,-7.502698950452659
713,5347.5,-0.13905180818988527,-6.952590409494263
714,5355.0,-0.14634647248607685,-7.317323624303842
715,5362.5,-0.14632728985181764,-7.316364492590882
716,5370.0,-0.1414496402000418,-7.072482010002091
717,5377.5,-0.14370630182479827,-7.1853150912399135
718,5385.0,-0.149593839442906,-7.4796919721453
719,5392.5,-0.1483351804785031,-7.416759023925155
720,5400.0,-0.1458319662616473,-7.291598313082365
721,5407.5,-0.1528388908841945,-7.641944544209725
722,5415.0,-0.14469630025625715,-7.234815012812858
723,5422.5,-0.1484512625490413,-7.422563127452066
724,5430.0,-0.14802477164835293,-7.401238582417646
725,5437.5,-0.1411914106420926,-7.05957053210463
726,5445.0,-0.13761186130742378,-6.8805930653711895
727,5452.5,-0.14197549513261032,-7.098774756630516
728,5460.0,-0.1456024263752687,-7.2801213187634355
729,5467.5,-0.1393004993336411,-6.965024966682056
730,5475.0,-0.14346603459152835,-7.173301729576417
731,5482.5,-0.13883413552525475,-6.941706776262738
732,5490.0,-0.14076457137263523,-7.038228568631761
733,5497.5,-0.14514868383801485,-7.257434191900742
734,5505.0,-0.1452896968577836,-7.264484842889179
735,5512.5,-0.1419920591772306,-7.09960295886153
736,5520.0,-0.13578102190034655,-6.789051095017327
737,5527.5,-0.13173994475779136,-6.586997237889568
738,5535.0,-0.12531826269171678,-6.265913134585839
739,5542.5,-0.13318362240981899,-6.659181120490949
740,5550.0,-0.1363767299408964,-6.81883649704482
741,5557.5,-0.13353706349292346,-6.6768531746461734
742,5565.0,-0.14354649663570862,-7.177324831785431
743,5572.5,-0.13946918719261642,-6.973459359630821
744,5580.0,-0.12827616315272913,-6.413808157636456
745,5587.5,-0.13144528829718652,-6.572264414859326
746,5595.0,-0.12832997539607674,-6.416498769803837
747,5602.5,-0.14178930235185938,-7.089465117592969
748,5610.0,-0.12615706448578054,-6.307853224289027
749,5617.5,-0.14016519451353948,-7.008259725676974
750,5625.0,-0.13416658560818762,-6.708329280409381
751,5632.5,-0.13184027995044934,-6.592013997522467
752,5640.0,-0.1323926694673054,-6.61963347336527
753,5647.5,-0.13882758562439518,-6.941379281219759
754,5655.0,-0.1291760667733506,-6.458803338667531
755,5662.5,-0.12929078056163296,-6.4645390280816475
756,5670.0,-0.12753723019415306,-6.376861509707653
757,5677.5,-0.12635798468940138,-6.317899234470069
758,5685.0,-0.12262026042876341,-6.131013021438171
759,5692.5,-0.12271749235291281,-6.135874617645641
760,5700.0,-0.1321034746396372,-6.60517373198186
761,5707.5,-0.12943446058189376,-6.471723029094687
762,5715.0,-0.12345166724032572,-6.172583362016286
763,5722.5,-0.13028272192881837,-6.514136096440919
764,5730.0,-0.12952531703761833,-6.476265851880917
765,5737.5,-0.12596640541645554,-6.298320270822777
766,5745.0,-0.1238907289414455,-6.194536447072275
767,5752.5,-0.122983499499297,-6.1491749749648505
768,5760.0,-0.12091269006509607,-6.045634503254804
769,5767.5,-0.11870307328096166,-5.935153664048083
770,5775.0,-0.1208375105155668,-6.04187552577834
771,5782.5,-0.1288294877928325,-6.441474389641624
772,5790.0,-0.11669159558090542,-5.834579779045271
773,5797.5,-0.12058568850278267,-6.029284425139133
774,5805.0,-0.11573045662295692,-5.786522831147846
775,5812.5,-0.11409212195359561,-5.704606097679781
776,5820.0,-0.12347624035389232,-6.173812017694616
777,5827.5,-0.1088223140328488,-5.44111570164244
778,5835.0,-0.12028166297904794,-6.0140831489523965
779,5842.5,-0.11215101819581068,-5.607550909790534
780,5850.0,-0.10920820034771654,-5.460410017385827
781,5857.5,-0.11869902838298473,-5.934951419149236
782,5865.0,-0.10894654846623043,-5.447327423311521
783,5872.5,-0.11092658754293351,-5.546329377146676
784,5880.0,-0.1239602307738595,-6.198011538692975
785,5887.5,-0.11009315080646534,-5.504657540323267
786,5895.0,-0.1158422934764609,-5.792114673823045
787,5902.5,-0.11777958792517812,-5.888979396258906
788,5910.0,-0.1061288440900699,-5.306442204503495
789,5917.5,-0.11258256032843358,-5.629128016421679
790,5925.0,-0.11209393945425289,-5.604696972712644
791,5932.5,-0.1146282315154949,-5.731411575774745
792,5940.0,-0.11875144599842118,-5.937572299921059
793,5947.5,-0.11350213451613882,-5.675106725806941
794,5955.0,-0.12154562581938866,-6.077281290969433
795,5962.5,-0.11824005701604627,-5.912002850802313
796,5970.0,-0.10673727684212089,-5.336863842106045
797,5977.5,-0.10910605925418763,-5.455302962709382
798,5985.0,-0.10998215814610121,-5.499107907305061
799,5992.5,-0.10660039769488873,-5.330019884744437
800,6000.0,-0.10324282775130826,-5.162141387565413
801,6007.5,-0.11897691011820828,-5.948845505910414
802,6015.0,-0.10877185946945189,-5.438592973472595
803,6022.5,-0.10536506414820161,-5.268253207410081
804,6030.0,-0.09719984537356385,-4.859992268678193
805,6037.5,-0.0974320925573111,-4.871604627865555
806,6045.0,-0.10508889503075637,-5.254444751537819
807,6052.5,-0.10366668298883673,-5.183334149441836
808,6060.0,-0.10547626353183234,-5.273813176591617
809,6067.5,-0.10404700426244837,-5.202350213122418
810,6075.0,-0.10308078104980874,-5.154039052490437
811,6082.5,-0.10459415069804803,-5.229707534902402
812,6090.0,-0.09868911768550699,-4.93445588427535
813,6097.5,-0.10437075985594717,-5.2185379927973585
814,6105.0,-0.10230438234611884,-5.1152191173059425
815,6112.5,-0.09335226828974179,-4.667613414487089
816,6120.0,-0.09192943246842307,-4.596471623421153
817,6127.5,-0.09246996933751171,-4.623498466875586
818,6135.0,-0.09685386726838853,-4.842693363419427
819,6142.5,-0.0964959640063869,-4.824798200319345
820,6150.0,-0.09910257407842774,-4.955128703921387
821,6157.5,-0.10543583943553969,-5.2717919717769846
822,6165.0,-0.10316319327447403,-5.158159663723701
823,6172.5,-0.09851586160659301,-4.92579308032965
824,6180.0,-0.09051549637503485,-4.525774818751742
825,6187.5,-0.09278120968064278,-4.639060484032139
826,6195.0,-0.10161929172989093,-5.080964586494546
827,6202.5,-0.08511755888618695,-4.255877944309348
828,6210.0,-0.08858066533000415,-4.429033266500207
829,6217.5,-0.09148513224385975,-4.574256612192987
830,6225.0,-0.08737677244233752,-4.368838622116876
831,6232.5,-0.09424304059850891,-4.712152029925446
832,6240.0,-0.09613095232725702,-4.806547616362851
833,6247.5,-0.09561528712802331,-4.780764356401165
834,6255.0,-0.09606951516198596,-4.803475758099298
835,6262.5,-0.09168722201573991,-4.584361100786995
836,6270.0,-0.08389891667944037,-4.194945833972018
837,6277.5,-0.09338309340266386,-4.669154670133193
838,6285.0,-0.08081345743442653,-4.040672871721326
839,6292.5,-0.09299325217904149,-4.649662608952075
840,6300.0,-0.08826978969720498,-4.413489484860249
841,6307.5,-0.09922563127627115,-4.961281563813557
842,6315.0,-0.09389066164050863,-4.694533082025432
843,6322.5,-0.08032578012636576,-4.016289006318289
844,6330.0,-0.07775122556552268,-3.887561278276134
845,6337.5,-0.08953241154762107,-4.476620577381054
846,6345.0,-0.0857493593411919,-4.287467967059595
847,6352.5,-0.07960400227717158,-3.9802001138585794
848,6360.0,-0.08194390798938,-4.097195399469
849,6367.5,-0.08060636985101216,-4.030318492550608
850,6375.0,-0.08921364622822302,-4.4606823114111505
851,6382.5,-0.08163137851251773,-4.081568925625886
852,6390.0,-0.07547771792482985,-3.7738858962414925
853,6397.5,-0.09031159536798275,-4.515579768399138
854,6405.0,-0.07856460719462091,-3.9282303597310455
855,6412.5,-0.07115106740956557,-3.5575533704782787
856,6420.0,-0.0792744287784096,-3.9637214389204796
857,6427.5,-0.07613522424166086,-3.806761212083043
858,6435.0,-0.07787001636355269,-3.8935008181776345
859,6442.5,-0.07831248677355077,-3.9156243386775382
860,6450.0,-0.07859518496649448,-3.929759248324724
861,6457.5,-0.0795440496384602,-3.9772024819230105
862,6465.0,-0.07504907364002335,-3.7524536820011676
863,6472.5,-0.06931044041474263,-3.4655220207371316
864,6480.0,-0.07151055089776652,-3.575527544888326
865,6487.5,-0.07705194444610562,-3.852597222305281
866,6495.0,-0.07468351246332204,-3.734175623166102
867,6502.5,-0.06198108734383309,-3.0990543671916546
868,6510.0,-0.06915013241535821,-3.4575066207679104
869,6517.5,-0.06892593357242331,-3.4462966786211657
870,6525.0,-0.06414709301658704,-3.207354650829352
871,6532.5,-0.06749414138747067,-3.3747070693735335
872,6540.0,-0.07040599192124797,-3.520299596062398
873,6547.5,-0.07777906966009566,-3.888953483004783
874,6555.0,-0.06501101245477117,-3.2505506227385585
875,6562.5,-0.06298167000746412,-3.1490835003732056
876,6570.0,-0.0724015871384716,-3.62007935692358
877,6577.5,-0.07253195640937525,-3.6265978204687626
878,6585.0,-0.06776321992462965,-3.3881609962314827
879,6592.5,-0.07024514896822172,-3.512257448411086
880,6600.0,-0.061166551156878066,-3.0583275578439033
881,6607.5,-0.07016371418779811,-3.5081857093899056
882,6615.0,-0.06487130716919237,-3.2435653584596187
883,6622.5,-0.06364229232847898,-3.182114616423949
884,6630.0,-0.06714169526166008,-3.3570847630830043
885,6637.5,-0.06778264096492218,-3.389132048246109
886,6645.0,-0.060620610723326133,-3.031030536166307
887,6652.5,-0.0625842240678886,-3.1292112033944304
888,6660.0,-0.06577389053180134,-3.288694526590067
889,6667.5,-0.05909912150438321,-2.954956075219161
890,6675.0,-0.06881646982899041,-3.4408234914495206
891,6682.5,-0.05645700708754113,-2.8228503543770564
892,6690.0,-0.06148125745291954,-3.074062872645977
893,6697.5,-0.06126203479049224,-3.063101739524612
894,6705.0,-0.05041269617087085,-2.5206348085435426
895,6712.5,-0.04295596131046748,-2.147798065523374
896,6720.0,-0.0507612843423786,-2.5380642171189303
897,6727.5,-0.04571108878495335,-2.2855544392476674
898,6735.0,-0.059999511203814845,-2.9999755601907423
899,6742.5,-0.061875660479722795,-3.09378302398614
900,6750.0,-0.05166296471648501,-2.5831482358242503
901,6757.5,-0.05639777852905934,-2.819888926452967
902,6765.0,-0.06265624215382004,-3.1328121076910023
903,6772.5,-0.05682334555719024,-2.8411672778595123
904,6780.0,-0.051929780737830805,-2.59648903689154
905,6787.5,-0.04624368548693626,-2.312184274346813
906,6795.0,-0.0504382036489749,-2.521910182448745
907,6802.5,-0.04848945555206944,-2.424472777603472
908,6810.0,-0.05292776898301655,-2.6463884491508276
909,6817.5,-0.06502523648036641,-3.2512618240183206
910,6825.0,-0.05529947198055983,-2.7649735990279916
911,6832.5,-0.05225983680808248,-2.612991840404124
912,6840.0,-0.05451327950611956,-2.725663975305978
913,6847.5,-0.04726475536374816,-2.363237768187408
914,6855.0,-0.038115704360550444,-1.905785218027522
915,6862.5,-0.04575788253578503,-2.287894126789251
916,6870.0,-0.04051366440276068,-2.025683220138034
917,6877.5,-0.036346575574756054,-1.8173287787378027
918,6885.0,-0.0345703062476042,-1.7285153123802102
919,6892.5,-0.04308133094051914,-2.1540665470259572
920,6900.0,-0.041103580958346646,-2.055179047917332
921,6907.5,-0.03757410625253604,-1.8787053126268018
922,6915.0,-0.03663941601728522,-1.8319708008642612
923,6922.5,-0.016851543066235024,-0.8425771533117512
924,6930.0,-0.037883464189573585,-1.8941732094786792
925,6937.5,-0.02718752914620804,-1.3593764573104021
926,6945.0,-0.015824769057800222,-0.791238452890011
927,6952.5,-0.021794683274943043,-1.089734163747152
928,6960.0,-0.009267849478180974,-0.4633924739090487
929,6967.5,-0.011869457700058605,-0.5934728850029303
930,6975.0,-0.005152923437418118,-0.2576461718709059
931,6982.5,-0.028009435609217082,-1.4004717804608542
932,6990.0,-0.03561389236436815,-1.7806946182184074
933,6997.5,-0.02032734811717469,-1.0163674058587344
934,7005.0,-0.022603346224165592,-1.1301673112082795
935,7012.5,-0.009624002387321159,-0.48120011936605794
936,7020.0,-0.008348648637820701,-0.41743243189103507
937,7027.5,-0.01873640067944036,-0.936820033972018
938,7035.0,-0.033476602720789755,-1.6738301360394878
939,7042.5,-0.022839072488717724,-1.1419536244358863
940,7050.0,-0.031211614327563215,-1.5605807163781606
941,7057.5,-0.025470321693469716,-1.2735160846734859
942,7065.0,-0.026632364594051418,-1.331618229702571
943,7072.5,-0.035940037841572396,-1.7970018920786197
944,7080.0,-0.0381101548558457,-1.905507742792285
945,7087.5,-0.029657584892746596,-1.4828792446373298
946,7095.0,-0.02368554357114868,-1.184277178557434
947,7102.5,-0.03540993620281503,-1.7704968101407517
948,7110.0,-0.04556254280351608,-2.278127140175804
949,7117.5,-0.030719258391899432,-1.5359629195949716
950,7125.0,-0.01930434198620539,-0.9652170993102696
951,7132.5,-0.022799385005581683,-1.1399692502790841
952,7140.0,-0.0230933908691939,-1.154669543459695
953,7147.5,-0.035963280473659605,-1.7981640236829803
954,7155.0,-0.019717923485308556,-0.9858961742654277
955,7162.5,-0.010077094288806963,-0.5038547144403481
956,7170.0,-0.021026069909714416,-1.0513034954857208
957,7177.5,-0.02278680555844597,-1.1393402779222985
958,7185.0,-0.02997034827796298,-1.498517413898149
959,7192.5,-0.01792692579620471,-0.8963462898102355
960,7200.0,-0.012813458055439436,-0.6406729027719718
961,7207.5,-0.02090674429854555,-1.0453372149272775
962,7215.0,-0.02643839555302226,-1.321919777651113
963,7222.5,-0.02715479174395843,-1.3577395871979214
964,7230.0,-0.01558967481766958,-0.7794837408834789
965,7237.5,-0.022746882425101225,-1.1373441212550612
966,7245.0,-0.027245880040956013,-1.3622940020478007
967,7252.5,-0.012464953756618867,-0.6232476878309434
968,7260.0,-0.017001003657884026,-0.8500501828942013
969,7267.5,-0.010680999565891879,-0.5340499782945939
